Gene	L12023_WT_d0_1_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12087_miR-124KO_d0_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12024_WT_d0_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12088_miR-124KO_d0_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12025_WT_d0_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12089_miR-124KO_d0_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12026_WT_d0_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12091_miR-124KO_d0_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12027_WT_d0_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12092_miR-124KO_d0_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12028_WT_d0_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12093_miR-124KO_d0_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12029_WT_d0_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12094_miR-124KO_d1_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12030_WT_d1_1_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12095_miR-124KO_d1_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12031_WT_d1_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12096_miR-124KO_d1_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12032_WT_d1_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12097_miR-124KO_d1_5_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12033_WT_d1_5_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12098_miR-124KO_d1_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12034_WT_d1_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12099_miR-124KO_d1_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12035_WT_d1_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12100_miR-124KO_d1_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12036_WT_d1_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12101_miR-124KO_d2_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12037_WT_d2_1_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12102_miR-124KO_d2_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12038_WT_d2_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12103_miR-124KO_d2_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12039_WT_d2_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12104_miR-124KO_d2_5_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12040_WT_d2_5_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12105_miR-124KO_d2_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12041_WT_d2_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12106_miR-124KO_d2_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12042_WT_d2_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12107_miR-124KO_d2_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12043_WT_d2_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12108_miR-124KO_d3_1_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12044_WT_d3_1_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12109_miR-124KO_d3_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12045_WT_d3_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12110_miR-124KO_d3_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12046_WT_d3_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12111_miR-124KO_d3_5_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12047_WT_d3_5_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12112_miR-124KO_d3_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12048_WT_d3_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12113_miR-124KO_d3_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12049_WT_d3_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12114_miR-124KO_d3_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12050_WT_d3_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12115_miR-124KO_d4_1_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12051_WT_d4_1_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12116_miR-124KO_d4_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12052_WT_d4_2_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12117_miR-124KO_d4_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12053_WT_d4_3_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12118_miR-124KO_d4_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12054_WT_d4_4_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12119_miR-124KO_d4_5_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12084_WT_d4_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12120_miR-124KO_d4_6_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12085_WT_d4_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12121_miR-124KO_d4_7_R1.fastq.trimmed.segemehl..bam.rnacounter_Count	L12086_WT_d4_8_R1.fastq.trimmed.segemehl..bam.rnacounter_Count
HADHA	5075	4182	4656	3925	3985	3836	4122	3684	4241	4077	4041	3966	3828	4020	4415	4289	4563	4043	4188	5039	4556	4494	3950	3981	4431	4701	3912	4830	4038	4199	3995	4306	4083	5006	4016	4491	3358	4595	3355	5414	3688	4148	3221	4813	3597	4633	2976	5975	2563	5591	2785	4533	3270	4810	2862	4360	2297	5710	2323	6329	2483	5973	2405	5254	2439	6481	2600	6230	2506
CPS1	1259	1066	1122	970	1080	1000	1151	881	1076	1012	1163	1068	1177	1421	2115	1548	2075	1631	1959	1770	1964	1536	1836	1612	2034	1970	1943	2048	2527	2167	2471	2037	2441	2281	2424	2111	2333	2255	2278	2472	2391	1395	844	1463	756	1440	825	1823	792	1678	907	1485	1444	1343	1085	749	508	872	627	1083	806	1081	547	1039	673	1113	825	1263	597
COX7B	1414	974	1196	945	1085	1008	1042	925	1092	964	1105	1124	1043	1113	1345	1162	1382	1262	1224	1366	1529	1145	1328	1078	1410	1323	1401	1614	1382	1258	1323	1261	1484	1296	1359	1401	1260	1355	1225	1590	1203	1112	814	1429	857	1185	762	1603	694	1609	915	1253	933	1642	810	988	621	1291	690	1574	664	1451	668	1323	837	1580	789	1568	799
PDCD6IP	5712	3994	5224	3918	4594	3989	4565	3726	4694	3968	4876	4166	4374	3959	4684	4048	4648	4149	4106	5004	4853	4448	4367	4202	5250	5193	4544	4159	4408	4123	4169	4208	4455	4759	4481	4293	4025	4413	3854	4949	4281	4316	3926	4618	3442	4536	3912	5589	3369	5148	4029	4172	4516	3881	4225	3876	4144	4927	4050	5861	4250	6284	4000	5771	4209	5774	4818	5854	4550
GALT	407	445	491	445	411	361	388	331	427	299	489	407	461	546	549	486	639	488	702	625	594	504	564	507	580	602	661	672	719	554	558	633	661	602	637	544	454	488	508	653	555	449	223	525	178	449	248	582	267	628	304	572	372	397	324	486	367	581	375	704	400	649	403	695	388	656	429	741	420
TUBA1A	16822	16720	17880	15961	15305	14875	15027	13028	15665	13430	14655	14760	14543	20929	25020	21808	27993	23857	26855	26095	29038	20970	22279	19972	24847	25445	24285	42497	58048	36656	55344	39656	59896	42216	58246	37992	48899	32768	46775	39459	57113	65112	105917	84782	114475	78964	105587	92234	106160	90243	111019	69669	97032	85487	102601	122266	141172	155071	146035	177175	137672	173475	148334	153108	147498	171788	146159	158196	161142
GPSM2	711	580	622	526	549	613	598	657	634	588	642	680	577	745	804	758	818	766	783	1057	888	944	877	880	919	883	841	1013	988	1007	939	1066	1071	933	1082	1149	992	1170	1013	1287	902	931	576	1048	474	1004	600	1313	610	1248	528	1054	764	934	608	460	498	687	539	722	537	808	445	705	552	759	608	812	549
HRAS	387	378	521	436	412	367	351	225	463	328	403	374	486	376	472	442	539	420	589	484	598	387	463	312	452	502	486	663	793	511	688	666	796	633	806	527	650	530	672	642	776	625	889	803	1273	805	973	1049	1103	1081	1093	742	1117	921	932	850	823	929	894	1139	941	1169	908	1086	889	1221	947	1158	1004
POMGNT2	625	668	746	623	635	674	596	474	637	516	528	536	591	495	465	534	546	506	530	663	554	536	488	441	561	638	468	604	575	529	558	524	642	641	584	534	519	518	495	575	635	502	871	600	993	667	783	854	816	842	776	672	864	688	783	678	786	853	793	987	976	1080	853	957	821	1028	861	868	929
USP18	169	144	180	141	150	132	163	101	163	133	115	158	159	129	261	137	296	111	255	143	307	150	265	148	280	183	227	278	256	190	249	214	283	242	257	201	219	227	227	307	239	221	30	302	28	279	29	391	49	389	53	277	60	310	62	259	22	453	39	433	55	422	40	433	60	566	64	577	38
FOXP2	29	31	16	22	14	9	25	10	20	14	22	21	22	762	1457	800	1233	1088	1069	905	1351	757	947	737	1156	1001	1277	2284	3781	2503	3508	2595	3793	2739	3401	2399	3145	2330	2941	2594	3672	3984	7470	4533	8099	4138	5739	5667	5294	4958	5439	3666	6212	3957	5612	3827	3542	5222	3476	5467	4174	6071	3323	5238	3823	5204	4817	5641	3700
FKTN	968	814	975	569	807	782	812	727	780	825	962	841	752	892	1113	1012	1069	1109	924	1006	1110	1013	1090	1067	1149	1180	1098	975	1101	1146	1148	1018	1229	1146	1061	1108	1135	1176	975	1431	1128	1105	626	1175	657	1080	775	1395	801	1285	837	1251	1069	837	919	935	861	1306	870	1460	915	1376	804	1339	986	1305	1143	1595	1037
SPINK5	441	421	363	347	312	387	393	482	400	436	386	411	323	435	319	485	355	456	348	559	341	435	315	413	513	514	432	428	421	343	348	399	385	352	365	466	237	357	355	428	348	495	351	466	457	451	442	491	468	468	451	440	478	497	521	519	572	667	473	734	487	867	457	732	552	756	623	936	539
MECOM	31	37	35	28	34	22	29	22	12	39	37	21	29	31	57	25	44	31	55	45	41	22	44	36	66	34	79	66	52	59	68	55	69	73	53	60	57	62	63	83	42	29	13	21	14	20	14	24	4	24	2	40	25	27	20	4	5	2	4	5	8	6	12	3	10	7	7	9	14
HECTD4	1772	2825	2889	2540	2357	2217	1947	1871	2228	2303	2461	2148	2380	2434	3575	2633	3482	2492	3625	3085	3310	2370	2980	2488	3899	3227	3571	4858	10220	5060	9516	5780	9227	6215	8745	5460	8242	5720	8181	5714	9941	10122	22563	11291	25815	10598	15429	14082	16402	12744	14036	10849	15604	5923	14832	15105	17124	18243	16139	20221	16500	20832	15469	17009	9880	17802	17964	18915	16669
NEMF	2380	1483	1888	1612	1886	1909	1979	1543	1878	1822	1710	1906	1836	1918	2328	1985	2278	2299	2069	2329	2224	2010	2038	2176	2502	2396	2200	2665	2851	2416	2757	2616	2998	2760	2677	2452	2467	2364	2309	2641	2536	2748	3049	3260	2867	2717	2725	3618	2169	2972	2495	2515	2940	2963	2921	2160	2274	3118	2295	3393	2409	3537	2418	3339	2868	3435	3001	3179	2687
MAST3	370	476	474	405	439	361	468	380	485	417	462	421	445	463	472	426	638	377	679	566	616	471	583	427	712	540	632	794	841	814	797	810	851	955	891	753	784	878	759	914	892	875	440	1032	511	970	586	1407	633	1260	651	1189	755	715	630	835	567	978	651	1460	626	1175	601	1161	487	1499	650	1418	739
MT-ATP6	142174	108593	146567	119669	130336	121949	115564	92543	130737	98930	123811	111786	123696	137538	167763	149433	167483	151691	161203	179344	189396	151748	166961	156122	185418	178785	178600	152771	182327	153239	168590	155571	183821	167979	176114	155168	167785	146059	146259	181199	174345	132631	103994	147931	106940	142664	103951	182046	81225	172381	94436	133950	106489	154053	94101	108144	87521	136968	90683	153854	98532	169881	92950	147218	111321	153281	105078	149050	97216
KCTD7	983	874	1086	843	896	905	965	807	1025	830	970	840	976	662	694	632	737	697	753	917	668	758	742	783	837	901	744	862	967	763	857	771	1043	896	945	840	678	794	771	982	883	1194	1905	1252	1803	1422	1788	1453	1632	1498	1518	1191	1526	1004	1686	2136	2967	2691	2879	3168	2750	3140	2999	2698	2573	2921	2919	2957	3151
KIAA0586	1794	1416	1564	1313	1484	1438	1550	1193	1557	1561	1660	1327	1536	1755	2083	1895	1795	1847	1873	1979	2093	1822	1631	2022	2049	2157	1901	1859	2020	1918	1946	2227	2104	2112	2013	2017	1870	1903	1986	2369	1952	2065	1375	2124	1286	2125	1311	2430	1340	2325	1516	2142	1941	1755	1597	1214	1248	1648	1166	1774	1252	1937	1133	1739	1219	1653	1465	1906	1282
NDUFB3	559	403	483	401	390	436	465	427	437	445	465	465	462	617	666	597	750	628	627	731	868	628	698	686	757	709	654	760	669	663	677	677	780	759	802	694	710	624	683	836	676	596	296	710	356	647	372	874	365	832	507	576	441	904	486	472	365	639	376	627	361	752	338	700	451	791	454	635	369
GNB5	1272	1326	1227	1159	1177	1127	1185	1123	1199	1194	1171	1238	1120	1012	987	1103	1123	1004	1099	1371	1074	1255	1013	1105	1094	1293	992	849	871	881	791	810	845	968	954	895	818	843	802	1108	831	566	466	539	591	539	533	679	688	625	632	632	591	529	565	481	849	657	830	721	722	765	791	789	751	813	823	788	899
AVPR2	7	1	3	12	5	0	4	10	4	2	8	3	13	5	8	5	8	8	3	6	7	1	4	5	10	16	7	19	35	20	26	32	49	13	28	21	27	26	30	22	51	37	58	38	67	55	42	93	67	71	51	66	52	35	37	70	34	63	47	75	38	78	27	68	18	89	50	64	31
CENPE	4147	2826	3803	3077	3126	3610	3016	2661	3111	3243	3397	3613	3282	4615	5048	4732	4586	4780	4154	5662	4684	5290	4931	5310	5075	5887	5068	5045	4485	5469	4427	4755	4900	5626	4689	5534	4114	4905	4153	5881	4381	3859	1375	4049	1194	3934	1437	4378	1084	4132	1583	3310	2428	3125	1763	849	569	1372	690	1356	837	1616	647	1294	884	1547	1205	1666	678
NDUFV1	3640	3887	4396	3785	3848	3470	3760	3196	4182	3347	3948	3449	3888	3562	3939	3599	4620	3455	4971	4604	4650	4083	4077	3665	4661	4449	3967	5524	5183	4246	4897	4619	5650	5070	5475	4446	4982	4696	4843	5117	4900	3871	2861	4487	3485	4626	3089	6177	3553	5869	3625	4734	4193	4983	3518	3550	3329	4254	3384	5407	3762	5666	3316	4713	3617	5903	3761	5605	3643
LINS1	389	342	370	292	343	299	402	273	356	335	348	356	421	361	359	425	404	431	352	420	448	417	386	356	460	510	443	395	406	449	461	489	453	503	429	446	343	413	420	529	429	412	431	478	355	425	420	549	407	494	316	435	428	469	408	316	386	380	352	485	351	496	321	453	312	398	442	437	364
DPH5	1936	1363	1547	1281	1396	1471	1549	1409	1609	1317	1489	1497	1424	1663	1959	1725	1931	1818	1872	2098	2064	1785	1988	1626	2002	1860	1852	2157	1835	1821	1915	2061	2075	2137	2007	2023	1772	1968	1734	2604	1927	1809	782	2014	700	2039	860	2410	864	2251	1030	1998	1223	2075	996	1395	601	1810	650	2116	699	2059	646	1974	880	2355	789	2344	692
TUSC3	2669	2280	2575	2353	2221	2454	2523	2112	2534	2302	2216	2601	2407	2341	2256	2233	2467	2535	2066	2812	2552	2362	2303	2318	2412	2770	2450	2387	2077	2227	1926	2281	2220	2645	2016	2506	1872	2127	1786	2655	1960	1625	1495	1765	1570	1658	1328	2032	1319	2126	1551	1737	1560	1853	1542	1226	1772	1841	1650	2036	1672	2071	1632	1766	1801	1955	1870	2034	1874
BRAF	852	810	915	729	754	792	773	793	856	845	860	839	821	785	825	782	809	828	660	1021	793	827	717	963	951	910	913	790	930	781	808	814	854	959	745	836	765	890	835	1020	859	872	1013	992	952	1046	863	1174	738	997	847	950	972	796	944	936	1116	1356	1125	1420	1131	1575	1138	1311	1011	1252	1420	1557	1278
STT3B	7309	5490	6892	6230	6417	6868	6485	6005	6367	6419	6321	6714	6339	7092	6963	7752	6884	8075	6131	9100	7745	7737	6910	8060	7653	8875	7379	7324	6369	7380	6371	7625	6955	8107	6383	7726	6102	7515	5843	8702	6737	5331	4197	5741	4151	5461	3642	6772	3133	6654	3547	5672	4621	5709	3785	3905	3206	4901	3133	5762	3204	6052	2863	5602	3503	5930	3911	5912	3540
SYNJ1	192	161	217	173	154	213	163	136	171	143	179	124	202	359	527	422	553	449	479	501	513	297	498	463	527	465	567	810	1260	943	1193	883	1150	939	1200	885	988	938	1014	1027	1144	1294	2159	1224	2002	1185	1852	1555	1708	1265	1631	1123	1945	956	1803	1586	2200	1938	1992	2171	2106	2386	1963	2165	1619	1878	2426	2262	2236
EMILIN1	244	313	340	279	279	203	284	183	322	203	303	234	294	248	482	230	560	204	624	281	534	286	399	227	471	261	395	422	515	295	533	387	626	364	607	324	522	377	463	404	535	157	72	215	91	196	120	295	142	299	100	266	287	212	109	101	88	114	82	171	174	174	89	153	104	171	147	211	76
FRA10AC1	1319	901	1075	844	918	1044	1025	897	1025	913	1028	1069	977	1206	1265	1369	1304	1440	1216	1535	1366	1364	1372	1291	1574	1547	1321	1773	1386	1599	1364	1411	1441	1734	1420	1588	1273	1747	1324	1967	1437	1257	499	1353	429	1242	707	1487	605	1468	748	1083	922	1439	903	1029	764	1482	747	1610	895	1709	720	1755	1038	1582	1006	1758	868
VPS13B	1097	1208	1400	1122	1096	1053	1041	979	1129	1232	1347	1031	1233	1320	1667	1412	1624	1389	1314	1559	1539	1274	1311	1496	1801	1870	1688	1553	2232	1623	2047	1652	1961	1836	1801	1664	1679	1895	1729	2159	2087	1902	2695	2125	2506	1841	1776	2329	1749	1998	1964	1980	2285	1125	2115	1963	2217	2312	2064	2590	1938	2616	1759	2244	1399	2068	2459	2559	2057
RAP1B	1734	1069	1494	1144	1293	1420	1225	1126	1334	1217	1252	1416	1369	1357	1266	1346	1265	1499	1027	1626	1374	1502	1235	1470	1287	1659	1255	1274	1066	1181	1072	1238	1163	1368	1120	1316	1043	1178	964	1455	1072	1003	864	1098	776	1141	798	1386	747	1354	841	938	980	1318	946	835	751	1099	733	1229	791	1387	713	1326	944	1285	925	1283	920
TUBB4A	1085	1024	1263	976	1356	944	1171	823	1320	803	1096	883	1230	557	588	627	756	529	814	794	858	647	686	649	700	729	629	561	1342	601	1221	675	1514	712	1477	643	1218	506	1160	694	1555	1455	3232	2024	4309	2145	3408	2232	3795	2348	3467	1916	2571	1795	3263	3496	4928	4231	4953	5006	4200	5452	4737	4192	3729	4873	4250	4094	5191
ABCD1	285	271	330	293	430	265	352	187	414	224	368	209	319	302	344	352	385	307	414	386	429	233	385	307	339	361	335	395	484	381	445	384	466	390	512	294	366	366	349	391	437	320	416	378	475	486	396	572	464	549	439	432	524	394	471	543	355	612	386	864	407	731	389	607	389	772	390	757	446
PPM1D	787	620	843	670	740	677	710	609	751	607	731	664	756	930	980	938	1030	1034	893	1237	1026	1041	789	996	1003	1095	897	1382	1231	1243	1158	1297	1221	1389	1174	1346	1053	1266	1048	1504	1194	1167	1552	1316	1685	1326	1126	1655	983	1474	995	1352	1318	1318	1169	777	806	1024	701	1194	825	1375	773	1093	809	1158	917	1183	825
CHRNG	7	13	6	8	3	8	9	9	9	15	9	11	10	44	78	41	92	23	106	58	91	68	90	70	104	91	73	398	173	224	122	265	201	258	160	267	173	324	89	383	110	153	38	245	61	166	48	326	60	252	51	209	87	140	54	63	14	86	36	120	42	79	35	101	49	119	68	119	38
SLC25A19	365	311	478	307	376	328	307	238	421	291	336	299	402	227	291	350	359	344	313	371	337	288	242	333	328	289	326	305	238	258	227	318	237	338	279	273	204	288	230	325	224	183	124	291	174	245	131	266	127	334	109	234	179	202	104	107	123	108	105	101	89	152	112	121	112	112	121	154	116
TUBB4B	9147	9755	11282	9404	10190	8992	9337	7265	10129	7976	9715	8389	9985	9369	9774	9616	11020	8996	11791	11734	11437	9567	9671	9013	10441	10924	9373	9496	8836	7963	8091	8130	9475	9176	9305	8113	8276	7951	7460	9501	8733	5762	5511	7473	6387	6667	5348	8793	5743	9280	5735	7278	6125	7772	5466	5173	5432	6178	5683	7282	5982	7360	5807	6520	5533	8171	5568	7426	5789
GMPPB	621	715	946	735	740	774	721	561	708	590	677	574	659	837	863	847	1021	936	1145	1098	919	879	909	849	925	1000	899	1036	984	915	870	955	956	1084	928	844	881	890	846	1025	933	685	525	798	610	849	550	1042	714	1031	735	806	812	812	648	518	571	630	736	715	726	762	558	658	612	750	643	766	684
TBX6	98	153	86	80	101	94	135	88	119	106	101	91	63	104	70	102	100	84	117	156	104	136	101	86	117	126	106	109	60	102	87	80	81	103	89	90	71	115	64	112	61	72	5	50	27	56	26	64	29	133	10	98	26	72	16	28	15	30	16	52	18	20	15	31	8	67	13	57	8
RAI1	87	85	103	75	112	88	77	61	94	63	121	101	78	521	893	513	1148	453	1136	633	1107	556	894	451	1009	609	1003	1745	2283	1480	2017	1695	2180	1761	2146	1485	2169	1609	1809	1629	2207	1928	2782	2237	3333	2483	2589	3255	2841	2885	2710	2365	3014	1819	2765	2879	3661	3433	3804	4172	4002	4335	3636	3432	2838	3963	3663	3961	3947
GNB2	4023	4632	5370	4515	4851	4310	4359	3465	5043	3681	4613	4048	4404	3991	3688	4229	4345	3968	4750	5222	4433	4377	3840	3848	4108	4781	3758	4829	4058	3764	3842	4194	4497	4621	4380	3997	3907	3752	3534	4523	4343	3577	4837	4525	6960	4766	4723	6189	5044	5877	5456	4659	5132	5107	4777	5373	5235	6079	5704	7618	5755	7798	5171	6886	5184	7867	5715	7192	5641
KANK1	1597	1953	1744	1778	1599	1652	1536	1453	1639	1780	1659	1757	1609	1555	2109	1662	2168	1519	2157	2021	2153	1594	1951	1570	2296	1940	1967	2708	2408	2451	2286	2572	2294	2783	2071	2589	2171	2666	1982	3001	2198	2377	961	2530	967	2502	852	3284	828	3039	866	2593	1344	1995	955	1774	564	2346	673	2706	798	2539	622	2654	629	2813	804	3058	654
NBEA	1802	1913	1871	1678	1521	1571	1376	1552	1612	1955	1811	1651	1744	1279	1294	1245	1179	1263	1044	1641	1162	1234	993	1556	1277	1754	1296	1172	1501	1333	1468	1219	1346	1411	1183	1272	1157	1377	1293	1489	1492	1578	3684	1517	3695	1489	2819	2022	2765	1634	2703	1516	2582	1139	2952	2504	3759	3017	3371	3230	3120	3431	3303	2946	2709	2766	4025	3444	3916
SURF1	969	872	1091	886	887	910	841	798	987	766	910	832	742	956	1009	1126	1261	1079	1159	1389	1260	1035	1008	888	1185	1132	1031	1612	1542	1171	1412	1213	1584	1456	1327	1199	1371	1296	1235	1330	1290	1331	833	1518	983	1513	977	1919	1076	1937	1144	1458	1271	1576	1133	1377	897	1664	981	2211	1040	1912	875	1717	1007	1930	1100	2039	908
UCHL1	15862	15579	17709	15915	15049	15788	15891	12878	15346	13649	13936	16090	15172	12705	9864	13312	10706	14245	11600	16929	11742	13803	9922	13290	10920	15930	10460	5160	4560	4975	4332	4696	4873	5549	4694	4531	3962	4385	3778	5548	4770	3461	9387	4364	9915	4410	9596	4407	9528	4581	10378	3440	8060	4393	9907	8466	17573	10484	17385	12554	15822	13011	17924	10934	17550	11342	16729	12339	19592
STAG2	8051	5691	7446	6109	6470	6505	6660	5459	6317	6208	6673	6508	6730	5398	5482	6025	5263	6757	4625	7184	5586	6018	5119	6536	5520	7310	5866	5163	4100	5257	4172	5037	4670	5824	4278	5222	3918	4952	3781	6070	4274	3920	3149	4012	3212	4220	2661	5203	2291	4701	2834	3977	3351	3835	3073	2627	2463	3491	2361	3949	2559	4271	2478	3683	2495	3627	3198	3734	2651
